place_id,name,description,is_spending_on_ads,reviews,competitors,website,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJF-YOBZmQ3w8RPYmht7WHGOw,Movenpick Ambassador Hotel Accra,"Chic quarters in an upscale hotel with terrace dining, bars & an outdoor pool, plus free breakfast.",False,10172,,https://movenpick.accor.com/en/africa/ghana/accra/moevenpick-ambassador-hotel-accra.html?merchantid=seo-maps-GH-B4P0&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&utm_content=Accra&y_source=1_MTUzNjI5NjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Movenpick Ambassador Hotel Accra (Owner),https://www.google.com/maps/contrib/102834958754630775973,https://lh5.googleusercontent.com/p/AF1QipOd5JzfsDLhY5siCvusccDf-Ck0TyYce2hKuwQv=w408-h271-k-no,Hotel,Hotel,4.6,,Open All Days,030 261 1000,"Movenpick Ambassador Hotel Accra, Pmb Ct 343, Independence Ave, Accra","environment, conference rooms, pharmacy, capital, executive, deli, state of the art, artwork, international standards, plush","https://www.google.com/maps/place/Movenpick+Ambassador+Hotel+Accra/@5.5544095,-0.2026337,17z/data=!3m1!4b1!4m9!3m8!1s0xfdf9099050ee617:0xec1887b5b7a1893d!5m2!4m1!1i2!8m2!3d5.5544095!4d-0.2026337!16s%2Fg%2F1tgpcmsq?authuser=0&entry=ttu"
